Division_code,Division,Subdivision_Code,Subdivision_name,Group_Code,Group_Name,Family_Code,Family_Name,title_Code,title_x,2004_code,title_y,Description
1,Manangers,11,"chief Executives, Senoir officials and Legislators",111,Legislators and Senior Officials,1112,Senior Government Officials,1112.07,"Administrative & Executive Officials, Quasi Government (State)",1123.2,Administrative & Executive,"Officials, Quasi Government (State) Administrative and Executive Official, Quasi Government (State) plans, organizes, co-ordinates and controls within authority delegated, activities of quasi-government organizations, establishments, etc. or one or more of its departments/branches or sections; and includes officials such as: VICE CHANCELLOR, STATE UNIVERSITIES, DEAN, STATE AUTONOMOUS EDUCATIONAL INSTITUTES, CHAIRMAN, STATE CORPORATIONS/BOARDS, CHAIRMAN, HARYANA URBAN DEVELOPMENT AUTHORITY, SECRETARY, GHAZIABAD DEVELOPMENT AUTHORITY. ISCO 08 Unit Group Details: Code 1112 Title Senior Government Officials"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",111,Legislators and Senior Officials,1112,Senior Government Officials,1112.08,"Administrative and Executive Officials, Local Bodies",1124.1,Administrative and Executive,"Officials, Local Bodies Administrative and Executive Official, Local Bodies plans, organizes, co-ordinates and controls functions of the city corporation, improvement trust, municipality, district board, cantonment board, notified area committee or other local bodies, and executes and implements or supervises execution and implementation of decisions, rules and regulations and by-laws of local bodies and also assesses and collects local taxes. Is designated according to work performed or post held, such as: COMMISSIONER, CITY CORPORATION, EXECUTIVE OFFICER, IMPROVEMENT TRUST; EXECUTIVE OFFICER, CANTONMENT, BOARD; EXECUTIVE OFFICER; MUNICIPAL BOARD, SECRETARY, DISTRICT BOARD TAX SUPERINTENDENT, OCTROI SUPERINTENDENT ISCO 08 Unit Group Details: Code 1112 Title Senior Government Officials"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",111,Legislators and Senior Officials,1112,Senior Government Officials,1112.99,"Senior Government Officials, Other",1129.9,"Senior Government Officials, Other","Administrative and Executive Officials, Government and Local Bodies, Other Include all other administrative and VOLUME II A National Classification of Occupations – 2015 Division 1 7 executive officials of government, quasi- government or local body, engaged in taking policy decisions and their implementation, general management and supervision of its one or more branches, sections and departments, not elsewhere classified. ISCO 08 Unit Group Details: Code 1112 Title Senior Government Officials Family 1113 Traditional Chiefs and Heads of Villages Traditional Chiefs and Heads of Villages perform a variety of legislative, administrative and ceremonial tasks and duties, determined by ancient traditions, as well as by the division of rights and responsibilities between village chiefs and the local, regional and national authorities. Family 1114 Senior Officials of Special-interest Organizations Senior Officials of Special-interest Organizations determine, formulate and direct the implementation of policies of special-interest organizations, such as political-party organizations, trade unions, employers' organizations, trade and industry associations, humanitarian or charity organizations, or sports associations, and represent their organizations and act on their behalf."
1,Manangers,11,"chief Executives, Senoir officials and Legislators",111,Legislators and Senior Officials,1113,Traditional chiefs and Heads of villages,,,,,
1,Manangers,11,"chief Executives, Senoir officials and Legislators",111,Legislators and Senior Officials,1114,Senior Officials of Special Interest Organizations,1114.01,Political Worker,1141.1,Political Worker,Political Worker takes part in various activities of the political party to which he belongs. Contacts people for propagating ideology of his party and to enquire about their difficulties. Acts as link between people and legislators. Organizes activities of the party in his area. May act as President or Secretary of his party. May also function as President of Panchayat or Panchayat Samiti of his area. ISCO 08 Unit Group Details: Code  1114 Title  Senior Officials of Special-interest Organizations
1,Manangers,11,"chief Executives, Senoir officials and Legislators",111,Legislators and Senior Officials,1114,Senior Officials of Special Interest Organizations,1114.02,"Senior Officials of Employers, Workers and Other ",1142,"Senior Officials of Employers,","Workers and Other Economic Interest Organizations Senior Officials of Employers’, workers’ and other economic-interest organizations determine and formulate policies, rules and regulations of their respective organizations, direct their application, represents these organizations and act on their behalf. ISCO 08 Unit Group Details: Code  1114 Title  Senior Officials of Special-interest Organizations"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",111,Legislators and Senior Officials,1114,Senior Officials of Special Interest Organizations,1114.03,"Director, Disaster Management Services",1143.1,"Director, Disaster Management","Services Director, Disaster Management Services directs and co-ordinates regional programme activities of various agency to provide specialized human services, such as water safety programmes, disaster relief, and emergency transportation: Consults with co-operating agencies, such VOLUME II A National Classification of Occupations – 2015 Division 1 8 as police, firefighters and emergency ambulance services to co-ordinate efforts and define areas of jurisdiction. Participates in programme activities to serve clients of agency. Prepares budgets to control costs and to allocate funds in accordance with provisions and agency charter. May instruct agency staff and volunteers in skills required to provide services. May forward requisitions and arrange for maintenance of equipment, such as two way radios and agency vehicles. May co-ordinate services to disaster victims and safety programmes, such as water safety and emergency first aid, and also co-ordinates transportation of agency clients, blood and medical supplies and equipment. ISCO 08 Unit Group Details: Code  1114 Title  Senior Officials of Special-interest Organizations"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",111,Legislators and Senior Officials,1114,Senior Officials of Special Interest Organizations,1114.99,"Senior Officials of Special Interest Organizations,",1143.9,Senior Officials of Special-interest,"Organizations, Other Senior Officials of Humanitarian and other Special-interest Organizations, Other include senior officials of humanitarian and other special-interest organizations who determine and formulate policies, rules and regulations of humanitarian organizations, sports associations or other special-interest organizations. Directs their application, represents these organizations and acts on their behalf. ISCO 08 Unit Group Details: Code  1114 Title  Senior Officials of Special-interest Organizations Group 112 Managing Directors and Chief Executives Managing Directors and Chief Executives formulate and review the policies, plan, direct, co-ordinate and evaluate the overall activities of enterprises or organizations (except special interest organizations and government departments) with the support of other managers, usually within guidelines established by a Board of Directors or a governing body to whom they are answerable for the operations undertaken and their result. Occupations in this Group are classified into the following Families: 1120 Managing Directors and Chief Executives Family 1120 Managing Directors and Chief Executives Managing Directors and Chief Executives formulate and review the policies and plan, direct co-ordinate and evaluate the overall activities of enterprises or organizations (except special interest organizations and government departments). They work with the support of other managers, usually within guidelines established by a Board of Directors or a governing body to whom they are answerable for the operations undertaken and their result."
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.01,"Working Proprietor, Electricity",1211.1,"Working Proprietor, Electricity","Working Proprietor, Electricity plans, organizes and controls in broad outline, within authority delegated, activities of private or public organizations or VOLUME II A National Classification of Occupations – 2015 Division 1 9 establishments or one or more of its branches, departments, etc. engaged in generation, transmission and distribution of electricity to domestic and industrial consumers. Is designated according to work performed or powers exercised. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.02,"Working Proprietor, Gas",1211.2,"Working Proprietor, Gas","Working Proprietor, Gas plans, organizes and controls, within authority delegated activities of public or private organizations or enterprises, or one or more of its departments, sections or branches, engaged in manufacture of gas, distribution and supply of gas to consumers and production and supply of steam for heat and power. Is designated according to work performed or powers exercised. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.03,"Working Proprietor, Water Supply",1211.3,"Working Proprietor, Water Supply","Working Proprietor, Water Supply plans, organizes and co-ordinates, within authority delegated, activities of public or private organizations engaged in storage, filtration, purification and supply of water. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.04,"Director, Electricity",1211.4,"Director, Electricity","Director, Electricity heads the organization and is supported by more than one manager. Determines, plans, organizes and controls in broad outline, within authority delegated, activities of private or public organizations or establishments or one or more of its branches, departments, etc. engaged in generation, transmission and distribution of electricity to domestic and industrial consumers. Is designated according to work performed or powers exercised. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.05,"Director, Gas",1211.5,"Director, Gas","Director, Gas heads the organization and is supported by more than one manager. Determines, plans, organizes and controls, within authority delegated activities of public or private organizations or enterprises, or one or more of its departments, sections or branches, engaged in manufacture of gas, distribution and supply of gas to consumers and production and supply of steam for heat and power. Is designated according to work performed or powers exercised. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.06,"Director, Water Supply",1211.6,"Director, Water Supply","VOLUME II A National Classification of Occupations – 2015 Division 1 10 Director, Water Supply heads the organization and is supported by more than one manager. Determines, plans, organizes and co-ordinates, within authority delegated, activities of public or private organizations engaged in storage, filtration, purification and supply of water. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.07,"Director, Bank",1212.1,"Director, Bank","Director, Bank sets broad policies and plans and supervises in general way, within authority delegated, efficient operation of private or public bank or major segment of it. May be designated according to authority delegated or work performed such as: GOVERNOR (BANK), CHAIRMAN (BANK), MANAGING DIRECTOR (BANK). ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.08,"Director, Insurance",1212.2,"Director, Insurance","Director, Insurance sets broad policies, plans and co-ordinates within authority delegated, activities of private or public organization, or major segment of it, dealing in life, fire, accident, marine and other general insurance business. Is designated according to work performed or authority exercised, such as: CHAIRMAN, LIFE INSURANCE CORPORATION, MANAGING DIRECTOR, (INSURANCE), DIRECTOR, INVESTMENTS (INSURANCE). ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.09,"Working Proprietor, Mines/Proprietor, Mines",1213.1,"Working Proprietor,","Mines/Proprietor, Mines Working Proprietor, Mines plans, organizes, directs and controls the enterprise wholly or partially and is engaged in economic activities related to extraction of coal, ore, mica, precious stones and other minerals from underground mines or open pits, and treatment of minerals for use by consumers. Is designated according to mineral extracted such as: WORKING PROPRIETOR, GOLD MINE, WORKING PROPRIETOR, DIAMOND MINE, WORKING PROPRIETOR, COAL MINE, WORKING PROPRIETOR, IRON MINE, WORKING PROPRIETOR, MANGANESE, MINE WORKING PROPRIETOR, COPPER MINE WORKING PROPRIETOR, MICA MINE. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.1,"Working Proprietor, Quarry/Proprietor, Quarry",1213.2,"Working Proprietor,","Quarry/Proprietor, Quarry Working Proprietor, Quarry plans, organizes, directs and controls the enterprise, wholly or partially and is engaged in economic activities related to extraction of stone, slate, sand and clay from earth. Is designated according to the material quarried such as: WORKING PROPRIETOR, STONE QUARRY, WORKING PROPRIETOR, SLATE QUARRY. VOLUME II A National Classification of Occupations – 2015 Division 1 11 ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.11,"Working Proprietor, Well Drilling/Proprietor, Well Drilling",1213.3,"Working Proprietor, Well","Drilling/Proprietor, Well Drilling Working Proprietor, Well Drilling plans, organizes, directs and controls the enterprise wholly or partially and is engaged in economic activities related to drilling and sinking of deep wells, and operating wells for extraction of crude petroleum, natural gas, water and other liquids and semi-liquids from deep below earth’s surface. Is designated according to the type of well such as: WORKING PROPRIETOR, OIL WELL. WORKING PROPRIETOR, GAS WELL. WORKING PROPRIETOR, WATER WELL. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.12,"Working Proprietor, Construction/Proprietor, Construction",1213.4,"Working Proprietor,","Construction/Proprietor, Construction Working Proprietor, Construction formulates policies, plans, organizes and controls activities of the organization or enterprise, wholly or partially., Is engaged in construction, maintenance and repair of buildings, roads, bridges, railway tracks, aerodromes, canals, dams, etc. Is designated as: CONTRACTOR, BUILDING CONSTRUCTION. CONTRACTOR, CANAL CONSTRUCTION, etc. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.13,"Director, Construction",1213.5,"Director, Construction","Director, Construction plans, co-ordinates and controls, within powers delegated, activities of public or private organizations or one or more of its branches or departments engaged in construction, maintenance and repairs of buildings, roads, bridges, railway tracks, aerodromes, canals, dams, etc. Is designated according to work performed or authority exercised such as: MANAGING DIRECTOR(CONSTRUCTION). PROJECT DIRECTOR(CONSTRUCTION). ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.14,"Director, Mines",1213.6,"Director, Mines","Director, Mine plans, directs and co- ordinates, within powers delegated activities of public or private organizations engaged in extracting coal, ores, mica, precious stones and other solid minerals from underground mines or open pits and in treating and dressing ore or minerals at mine site. Is designated according to work performed or powers delegated such as: MANAGING DIRECTOR (MINES). DIRECTOR, SALES (MINES). ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives VOLUME II A National Classification of Occupations – 2015 Division 1 12"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.15,"Director, Quarry",1213.7,"Director, Quarry","Director, Quarry plans, directs and co- ordinates, within powers delegated, activities of public or private organization engaged in excavating stone, slate, clay and sand from earth. Is designated according to work performed or powers exercised such as: MANAGING DIRECTOR, QUARRY, DIRECTOR, STONE QUARRY. DIRECTOR, MARBLE QUARRY. DIRECTOR, LIMESTONE QUARRY. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.16,"Director, Well Drilling",1213.8,"Director, Well Drilling","Director, Well Drilling plans, directs and co-ordinates, within powers delegated, activities of public or private organization engaged in drilling and sinking deep wells and operating wells for extraction of mineral oil, natural gas, etc. Is designated according to work performed or economic activity directed, such as: MANAGING DIRECTOR, OIL WELL, MANAGING DIRECTOR, GAS WELL, DIRECTOR, OIL WELL, DIRECTOR, GAS WELL. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.17,"Working Proprietor, Manufacturing/Proprietor, Manufacturing",1214.1,"Working Proprietor,","Manufacturing/Proprietor, Manufacturing Working Proprietor, Manufacturing plans organizes, co-ordinates and controls activities of enterprises wholly or partially and is engaged in producing, maintaining or repairing capital and consumer goods excluding crops, minerals, electricity and natural gas. Is designated according to the industry owned and controlled, such as: WORKING PROPRIETOR, TEXTILE MILLS, WORKING PROPRIETOR, ENGINEERING WORKSHOP. WORKING PROPRIETOR, SHOE FACTORY, WORKING PROPRIETOR, GLASS FACTORY. WORKING PROPRIETOR, STEEL ROLLING MILLS WORKING PROPRIETOR PRINTING PRESS, WORKING PROPRIETOR, TANNERY, WORKING PROPRIETOR, BAKERY. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.18,Director Manufacturing,1214.2,Director Manufacturing,"Director, Manufacturing plans, organizes, co-ordinates and controls within authority delegated, activities of private or public organizations, or one or more of its departments or branches, engaged in producing, maintaining or repairing capital or consumer goods, excluding crops, minerals, electricity and natural gas. Is designated according to work performed, authority exercised or economic activity directed such as: MANAGING DIRECTOR, (MANUFACTURING). DIRECTOR, PRODUCTION(MANUFACTURING). DIRECTOR, WORKS(MANUFACTURING). DIRECTOR, STEEL PLANT. DIRECTOR, TANNERY. DIRECTOR, BAKERY. DIRECTOR, SADDLERY. VOLUME II A National Classification of Occupations – 2015 Division 1 13 ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
1,Manangers,11,"chief Executives, Senoir officials and Legislators",112,Managing Directors and Chief Executives,1120,Managing Directors and Chief Executives,1120.19,"Working Proprietor, Wholesale Trade/Proprietor, Wholesale Trade",1214.3,"Working Proprietor, Wholesale","Trade/Proprietor, Wholesale Trade Working Proprietor, Wholesale Trade purchases goods in bulk and sells them to retailers or other large consumers for profit. Lays down and controls business policies to ensure profits, keeping in view price line, market trend and demand and supply position. Appoints Directors, Managers and Representatives and delegates financial and operational powers to them, if necessary. Runs wholesale trade on monopoly or zonal basis in specific commodities either by importing them from outside or manufacturing them in his own or other concern. May require a licence or permit from public authorities for wholesale trade. May undertake export business. ISCO 08 Unit Group Details: Code  1120 Title  Managing Directors and Chief Executives"
